fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality,color
6.7,0.15,0.32,7.9,0.034,81.0,0.9951200000000001,3.29,0.31,10.0,6,1
8.0,0.27,0.57,10.4,0.053,134.0,0.9973200000000001,3.12,0.68,9.0,5,1
9.0,0.46,0.23,2.8,0.092,104.0,0.9983,3.1,0.56,9.2,5,0
7.6,0.715,0.0,2.1,0.068,35.0,0.9953299999999999,3.48,0.65,11.4,6,0
6.6,0.25,0.24,1.7,0.048,124.0,0.9942,3.37,0.6,10.1,6,1
7.0,0.36,0.35,2.5,0.048,161.0,0.99146,3.05,0.56,11.1,6,1
7.2,0.13,0.46,1.3,0.044000000000000004,111.0,0.9912700000000001,2.97,0.45,11.1,5,1
7.5,0.18,0.31,11.7,0.051,94.0,0.997,3.19,0.44,9.5,7,1
5.8,0.315,0.27,1.55,0.026000000000000002,70.0,0.9899399999999999,3.37,0.4,11.9,8,1
9.9,0.35,0.38,1.5,0.057999999999999996,47.0,0.9967600000000001,3.26,0.82,10.6,7,0
8.3,0.39,0.7,10.6,0.045,169.0,0.9976,3.09,0.57,9.4,5,1
8.1,0.67,0.55,1.8,0.11699999999999999,141.0,0.9968,3.17,0.62,9.4,5,0
5.8,0.26,0.18,1.2,0.031,114.0,0.9908,3.42,0.4,11.0,7,1
8.5,0.23,0.28,11.1,0.033,97.0,0.9950700000000001,3.03,0.39,10.5,7,1
8.4,0.2,0.38,11.8,0.055,170.0,1.0004,3.34,0.82,8.9,6,1
7.2,0.25,0.28,14.4,0.055,205.0,0.9986,3.12,0.38,9.0,7,1
7.2,0.66,0.03,2.3,0.078,86.0,0.9974299999999999,3.53,0.57,9.7,5,0
8.3,0.22,0.34,1.1,0.043,116.0,0.9927,3.0,0.47,10.2,6,1
7.1,0.59,0.0,2.2,0.078,44.0,0.9952200000000001,3.42,0.68,10.8,6,0
6.7,0.19,0.41,15.6,0.055999999999999994,155.0,0.9995,3.2,0.44,8.8,6,1
7.4,0.6,0.26,2.1,0.083,91.0,0.99616,3.29,0.56,9.8,6,0
6.2,0.2,0.33,5.4,0.027999999999999997,75.0,0.9901200000000001,3.36,0.41,13.5,7,1
7.6,0.42,0.25,3.9,0.10400000000000001,90.0,0.99784,3.15,0.57,9.1,5,0
7.0,0.28,0.32,7.75,0.032,114.0,0.9915799999999999,3.12,0.64,12.8,7,1
6.6,0.34,0.2,1.0,0.053,112.0,0.99336,3.32,0.55,9.1,5,1
6.3,0.43,0.32,8.8,0.042,106.0,0.99172,3.28,0.33,12.9,7,1
5.9,0.23,0.3,12.9,0.054000000000000006,170.0,0.9972,3.28,0.39,9.4,5,1
6.5,0.21,0.42,1.1,0.059000000000000004,101.0,0.9927,3.12,0.38,9.7,6,1
8.2,0.51,0.24,2.0,0.079,86.0,0.99764,3.34,0.64,9.5,6,0
6.4,0.34,0.23,6.3,0.039,143.0,0.9944,3.19,0.65,10.0,6,1
6.0,0.27,0.15,1.5,0.055999999999999994,128.0,0.9936,3.12,0.45,8.8,5,1
6.9,0.31,0.34,7.4,0.059000000000000004,174.0,0.9963,3.46,0.62,11.1,7,1
7.7,0.49,0.26,1.9,0.062,31.0,0.9966,3.39,0.64,9.6,5,0
8.3,0.24,0.27,2.1,0.03,162.0,0.9914,2.99,0.68,11.9,6,1
6.6,0.29,0.73,2.2,0.027000000000000003,92.0,0.99,3.12,0.48,12.4,6,1
6.9,0.17,0.22,4.6,0.064,152.0,0.9952,3.29,0.37,9.3,6,1
5.5,0.15,0.32,14.0,0.031,99.0,0.9943700000000001,3.26,0.38,11.5,8,1
6.0,0.21,0.34,2.0,0.042,123.0,0.9905200000000001,3.44,0.42,11.4,6,1
9.3,0.61,0.26,3.4,0.09,87.0,0.99975,3.24,0.62,9.7,5,0
6.4,0.3,0.51,5.5,0.048,172.0,0.9942,3.08,0.45,9.1,6,1
6.5,0.31,0.61,13.0,0.053,123.0,0.99708,3.09,0.5,9.3,6,1
7.8,0.22,0.26,9.0,0.047,132.0,0.997,3.25,0.53,10.2,6,1
8.0,0.25,0.27,9.7,0.036000000000000004,85.0,0.99406,2.99,0.36,11.2,6,1
7.2,0.24,0.4,1.4,0.045,106.0,0.9914,2.88,0.38,10.8,6,1
6.0,0.27,0.28,4.8,0.063,201.0,0.9964,3.69,0.71,10.0,5,1
6.4,0.28,0.17,8.3,0.042,195.0,0.99577,3.22,0.46,9.4,5,1
6.0,0.24,0.33,2.5,0.026000000000000002,85.0,0.9901399999999999,3.13,0.5,11.3,7,1
9.8,0.16,0.46,1.8,0.046,130.0,0.99587,3.04,0.67,9.6,5,1
8.2,0.33,0.32,2.8,0.067,12.0,0.9947299999999999,3.3,0.76,12.8,7,0
6.4,0.31,0.4,6.4,0.039,191.0,0.99513,3.14,0.52,9.8,5,1
7.1,0.31,0.47,13.6,0.055999999999999994,197.0,0.9978,3.1,0.49,9.3,5,1
12.0,0.5,0.59,1.4,0.073,42.0,0.998,2.92,0.68,10.5,7,0
6.4,0.3,0.16,7.5,0.05,191.0,0.9959,3.17,0.49,9.0,5,1
7.2,0.31,0.5,13.3,0.055999999999999994,195.0,0.9982,3.01,0.47,9.2,5,1
7.4,0.16,0.27,15.5,0.05,135.0,0.9984,2.9,0.43,8.7,7,1
6.7,0.18,0.3,6.4,0.048,251.0,0.9956,3.29,0.52,10.0,5,1
6.6,0.39,0.49,1.7,0.07,149.0,0.9922,3.12,0.5,11.5,6,0
5.8,0.25,0.28,11.1,0.055999999999999994,175.0,0.99755,3.42,0.43,9.5,5,1
6.4,0.64,0.21,1.8,0.081,31.0,0.9968899999999999,3.59,0.66,9.8,5,0
7.0,0.27,0.74,1.5,0.036000000000000004,122.0,0.9926,3.35,0.48,11.2,6,1
6.0,0.5,0.0,1.4,0.057,26.0,0.9944799999999999,3.36,0.45,9.5,5,0
7.0,0.16,0.73,1.0,0.138,150.0,0.9936,3.08,0.3,9.2,5,1
8.2,0.61,0.45,5.4,0.03,118.0,0.9954,3.14,0.34,9.6,5,1
7.0,0.21,0.34,8.5,0.033,253.0,0.9953,3.22,0.56,10.5,6,1
5.9,0.32,0.2,14.4,0.05,144.0,0.99666,3.24,0.41,10.3,6,1
11.3,0.34,0.45,2.0,0.08199999999999999,15.0,0.9988,2.94,0.66,9.2,6,0
6.7,0.22,0.39,10.2,0.038,149.0,0.99725,3.17,0.54,10.0,7,1
7.8,0.26,0.31,3.6,0.025,100.0,0.99066,2.99,0.47,12.1,7,1
6.2,0.22,0.49,6.0,0.028999999999999998,128.0,0.9928,3.41,0.36,11.3,8,1
6.7,0.23,0.33,8.1,0.048,176.0,0.99472,3.11,0.52,10.1,6,1
7.2,0.15,0.39,1.8,0.043,159.0,0.9948,3.52,0.47,10.0,5,1
7.5,0.57,0.02,2.6,0.077,35.0,0.9955700000000001,3.36,0.62,10.8,6,0
6.9,0.3,0.3,10.55,0.037000000000000005,28.0,0.9918399999999999,3.07,0.32,12.7,6,1
6.2,0.3,0.28,1.6,0.036000000000000004,106.0,0.988245,3.14,0.41,13.3,6,1
8.3,0.18,0.3,1.1,0.033,57.0,0.9910899999999999,3.02,0.51,11.0,6,1
9.2,0.71,0.23,6.2,0.042,93.0,0.9948,2.89,0.34,10.1,6,1
7.5,0.33,0.48,19.45,0.048,243.0,1.001,2.95,0.4,8.8,5,1
6.1,0.17,0.28,2.5,0.027999999999999997,98.0,0.99072,3.16,0.37,11.1,7,1
7.0,0.26,0.59,1.4,0.037000000000000005,120.0,0.9918,3.34,0.41,11.1,7,1
7.1,0.43,0.3,6.6,0.025,138.0,0.99126,3.18,0.46,12.6,6,1
6.9,0.58,0.2,1.75,0.057999999999999996,22.0,0.9932200000000001,3.38,0.49,11.7,5,0
10.9,0.39,0.47,1.8,0.11800000000000001,14.0,0.9982,3.3,0.75,9.8,6,0
7.9,0.54,0.34,2.5,0.076,17.0,0.99235,3.2,0.72,13.1,8,0
7.2,0.21,0.29,3.1,0.044000000000000004,122.0,0.9914299999999999,3.0,0.6,11.3,6,1
6.5,0.24,0.38,1.0,0.027000000000000003,90.0,0.98926,3.24,0.36,12.3,6,1
6.9,0.29,0.16,6.8,0.034,212.0,0.9955,3.08,0.39,9.0,6,1
4.7,0.785,0.0,3.4,0.036000000000000004,134.0,0.9898100000000001,3.53,0.92,13.8,6,1
6.4,0.3,0.45,3.5,0.19699999999999998,180.0,0.9942,3.02,0.39,9.1,6,1
6.6,0.17,0.26,7.4,0.052000000000000005,128.0,0.9938799999999999,3.16,0.37,10.0,6,1
6.8,0.26,0.22,7.7,0.047,210.0,0.9959,3.1,0.47,9.0,5,1
7.6,0.48,0.37,1.2,0.034,57.0,0.99256,3.05,0.54,10.4,3,1
8.0,0.27,0.25,19.1,0.045,208.0,1.00051,3.05,0.5,9.2,6,1
6.2,0.64,0.09,2.5,0.081,26.0,0.9953799999999999,3.57,0.63,12.0,5,0
8.3,0.54,0.24,3.4,0.076,112.0,0.9976,3.27,0.61,9.4,5,0
6.9,0.58,0.01,1.9,0.08,54.0,0.9968299999999999,3.4,0.73,9.7,5,0
7.0,0.36,0.21,2.4,0.086,69.0,0.99556,3.4,0.53,10.1,6,0
6.0,0.35,0.51,1.2,0.028999999999999998,102.0,0.9903,3.46,0.42,11.9,6,1
5.9,0.22,0.29,4.2,0.037000000000000005,144.0,0.9921399999999999,3.13,0.74,10.8,7,1
6.9,0.57,0.0,2.8,0.081,41.0,0.99518,3.41,0.52,10.8,5,0
7.0,0.12,0.29,10.3,0.039,98.0,0.99564,3.19,0.38,9.8,8,1
7.8,0.34,0.27,1.2,0.04,106.0,0.9932,3.01,0.55,10.4,5,1
6.1,0.38,0.14,3.9,0.06,113.0,0.99344,3.07,0.34,9.2,4,1
6.3,0.25,0.22,3.3,0.048,161.0,0.99256,3.16,0.5,10.5,6,1
6.9,0.32,0.3,1.8,0.036000000000000004,117.0,0.99269,3.24,0.48,11.0,6,1
5.7,0.26,0.24,17.8,0.059000000000000004,124.0,0.9977299999999999,3.3,0.5,10.1,5,1
6.5,0.28,0.29,2.7,0.038,107.0,0.9912,3.32,0.41,11.6,7,1
7.3,0.35,0.24,2.0,0.067,48.0,0.9957600000000001,3.43,0.54,10.0,4,0
8.4,0.2,0.31,2.8,0.054000000000000006,89.0,0.99416,2.96,0.45,9.5,6,1
6.2,0.23,0.36,17.2,0.039,130.0,0.99946,3.23,0.43,8.8,6,1
9.1,0.68,0.11,2.8,0.09300000000000001,44.0,0.9988799999999999,3.31,0.55,9.5,6,0
6.9,0.25,0.27,9.05,0.039,128.0,0.9936,3.27,0.34,11.3,8,1
5.0,0.17,0.56,1.5,0.026000000000000002,115.0,0.9906,3.48,0.39,10.8,7,1
7.6,0.31,0.23,12.7,0.054000000000000006,139.0,0.99836,3.16,0.5,9.7,4,1
6.5,0.23,0.36,16.3,0.038,133.0,0.99924,3.26,0.41,8.8,5,1
7.8,0.25,0.28,7.2,0.04,179.0,0.99541,3.14,0.6,10.1,6,1
7.2,0.29,0.4,7.6,0.024,177.0,0.9928,3.04,0.32,11.5,6,1
6.6,0.18,0.28,1.7,0.040999999999999995,161.0,0.9920700000000001,3.13,0.45,10.2,6,1
6.4,0.23,0.3,7.1,0.037000000000000005,236.0,0.9952,3.06,0.34,9.2,6,1
6.7,0.33,0.36,6.6,0.042,116.0,0.9912299999999999,2.97,0.31,12.2,8,1
9.4,0.26,0.53,1.2,0.047,109.0,0.9921,3.23,0.28,12.5,6,1
7.3,0.4,0.26,5.45,0.016,90.0,0.98951,2.84,0.54,13.2,7,1
7.5,0.26,0.26,18.35,0.084,139.0,1.0011,3.17,0.39,8.8,5,1
6.8,0.2,0.59,0.9,0.147,132.0,0.993,3.05,0.38,9.1,6,1
6.2,0.3,0.21,1.1,0.032,111.0,0.9889,2.97,0.42,12.2,6,1
7.3,0.24,0.34,15.4,0.05,174.0,0.9983,3.03,0.42,9.0,6,1
7.2,0.31,0.46,5.0,0.04,29.0,0.9906,3.04,0.53,12.5,4,1
7.2,0.28,0.38,2.0,0.052000000000000005,156.0,0.9912,3.13,0.52,11.1,5,1
6.7,0.41,0.34,9.2,0.049,150.0,0.9968,3.22,0.51,9.1,5,1
7.3,0.3,0.74,13.5,0.039,165.0,0.9982,3.02,0.4,8.7,5,1
10.6,0.36,0.6,2.2,0.152,18.0,0.9986,3.04,1.06,9.4,5,0
8.5,0.25,0.31,2.8,0.032,61.0,0.9918899999999999,3.06,0.44,11.5,6,1
7.5,0.5,0.36,6.1,0.071,102.0,0.9978,3.35,0.8,10.5,5,0
6.7,0.24,0.37,11.3,0.043,173.0,0.9963200000000001,3.08,0.53,9.9,6,1
7.2,0.32,0.47,5.1,0.044000000000000004,65.0,0.991,3.03,0.41,12.6,4,1
6.0,0.33,0.38,9.7,0.04,124.0,0.9954,3.47,0.48,11.0,6,1
6.1,0.705,0.1,2.8,0.081,28.0,0.99631,3.6,0.66,10.2,5,0
6.4,0.31,0.28,2.5,0.039,137.0,0.98946,3.22,0.38,12.7,6,1
7.6,0.48,0.31,2.8,0.07,15.0,0.9969299999999999,3.22,0.55,10.3,6,0
10.3,0.25,0.48,2.2,0.042,164.0,0.998,3.19,0.59,9.7,5,1
6.5,0.21,0.37,2.5,0.048,138.0,0.9917,3.33,0.75,11.4,7,1
7.0,0.45,0.34,2.7,0.08199999999999999,72.0,0.998,3.55,0.6,9.5,5,0
6.2,0.44,0.18,7.7,0.096,210.0,0.99771,3.56,0.72,9.2,5,1
6.6,0.25,0.3,1.6,0.046,134.0,0.993,3.42,0.51,10.1,7,1
6.9,0.49,0.24,1.2,0.049,125.0,0.9932,3.17,0.51,9.4,5,1
6.7,0.11,0.34,8.8,0.043,113.0,0.9962,3.42,0.4,9.3,7,1
12.4,0.49,0.58,3.0,0.10300000000000001,99.0,1.0008,3.16,1.0,11.5,6,0
7.8,0.3,0.29,16.85,0.054000000000000006,135.0,0.9998,3.16,0.38,9.0,6,1
7.1,0.6,0.01,2.3,0.079,37.0,0.9951399999999999,3.4,0.61,10.9,6,0
7.1,0.43,0.17,1.8,0.08199999999999999,51.0,0.99634,3.49,0.64,10.4,5,0
6.3,0.26,0.21,4.0,0.03,125.0,0.9915,3.06,0.34,10.7,6,1
7.9,0.33,0.26,1.2,0.044000000000000004,103.0,0.9932,3.19,0.54,10.5,6,1
8.2,0.24,0.34,5.1,0.062,22.0,0.9974,3.22,0.94,10.9,6,0
5.4,0.22,0.35,6.5,0.028999999999999998,87.0,0.99092,3.29,0.44,12.5,7,1
11.1,0.31,0.49,2.7,0.094,47.0,0.9986,3.12,1.02,10.6,7,0
7.1,0.43,0.42,5.5,0.071,128.0,0.9973,3.42,0.71,10.5,5,0
6.2,0.37,0.24,6.1,0.032,86.0,0.98934,3.04,0.26,13.4,8,1
7.2,0.34,0.23,8.9,0.105,155.0,0.99692,3.01,0.58,9.5,5,1
6.3,0.33,0.42,17.2,0.037000000000000005,170.0,0.99884,3.26,0.57,9.4,6,1
7.9,0.2,0.39,1.0,0.040999999999999995,154.0,0.99093,3.08,0.43,11.9,5,1
6.7,0.24,0.29,14.9,0.053,136.0,0.99839,3.03,0.52,9.0,5,1
7.2,0.65,0.02,2.3,0.094,31.0,0.9993,3.67,0.8,9.7,5,0
6.1,0.3,0.32,2.2,0.042,142.0,0.9895200000000001,3.31,0.44,12.7,7,1
7.0,0.3,0.38,14.9,0.032,181.0,0.9983,3.18,0.61,9.3,7,1
8.1,0.33,0.36,7.4,0.037000000000000005,156.0,0.99592,3.19,0.54,10.6,6,1
6.6,0.28,0.42,8.2,0.044000000000000004,196.0,0.9956200000000001,3.14,0.48,9.4,5,1
7.6,0.4,0.27,1.2,0.053,193.0,0.99164,3.22,0.38,11.6,5,1
11.5,0.41,0.52,3.0,0.08,55.0,1.0001,3.26,0.88,11.0,5,0
6.3,0.2,0.26,1.6,0.027000000000000003,141.0,0.9926799999999999,3.53,0.56,10.8,6,1
6.7,0.56,0.09,2.9,0.079,22.0,0.99669,3.46,0.61,10.2,5,0
8.2,0.33,0.39,2.5,0.07400000000000001,48.0,0.9952799999999999,3.32,0.88,12.4,7,0
10.2,0.4,0.4,2.5,0.068,54.0,0.99754,3.38,0.86,10.5,6,0
5.1,0.42,0.0,1.8,0.044000000000000004,88.0,0.9915700000000001,3.68,0.73,13.6,7,0
6.0,0.22,0.25,11.1,0.055999999999999994,177.0,0.9961,3.08,0.36,9.4,6,1
6.5,0.17,0.33,1.4,0.027999999999999997,99.0,0.9928,3.23,0.55,10.1,6,1
5.7,0.265,0.28,6.9,0.036000000000000004,150.0,0.9929899999999999,3.36,0.44,10.8,7,1
7.8,0.2,0.32,5.0,0.016,101.0,0.9918600000000001,2.99,0.39,11.0,6,1
5.0,0.3,0.33,3.7,0.03,173.0,0.9887,3.36,0.3,13.0,7,1
6.7,0.28,0.31,7.4,0.040999999999999995,81.0,0.99254,3.04,0.47,11.4,8,1
6.4,0.24,0.26,8.2,0.054000000000000006,182.0,0.9953799999999999,3.12,0.5,9.5,5,1
9.8,0.36,0.45,1.6,0.042,124.0,0.9944,2.93,0.46,10.8,5,1
6.9,0.19,0.49,6.6,0.036000000000000004,172.0,0.9932,3.2,0.27,11.5,6,1
12.0,0.28,0.49,1.9,0.07400000000000001,21.0,0.9976,2.98,0.66,9.9,7,0
6.7,0.18,0.37,1.3,0.027000000000000003,125.0,0.98939,3.24,0.37,12.8,7,1
8.7,0.31,0.46,1.4,0.059000000000000004,25.0,0.9966,3.36,0.76,10.1,6,0
6.6,0.84,0.03,2.3,0.059000000000000004,48.0,0.9952,3.52,0.56,12.3,7,0
6.5,0.28,0.28,20.4,0.040999999999999995,144.0,1.0002,3.14,0.38,8.7,5,1
6.7,0.41,0.27,2.6,0.033,85.0,0.9908600000000001,3.05,0.34,11.7,6,1
5.6,0.235,0.29,1.2,0.047,127.0,0.991,3.34,0.5,11.0,7,1
6.5,0.3,0.32,2.0,0.044000000000000004,90.0,0.99185,3.37,0.68,11.0,7,1
7.1,0.2,0.31,6.85,0.053,211.0,0.99587,3.31,0.59,10.4,6,1
7.7,0.58,0.01,1.8,0.08800000000000001,18.0,0.9956799999999999,3.32,0.56,10.5,7,0
6.7,0.3,0.44,18.75,0.057,224.0,0.99956,3.11,0.53,9.1,5,1
7.1,0.21,0.72,1.6,0.16699999999999998,120.0,0.99324,2.97,0.51,9.2,5,1
8.3,0.33,0.43,9.2,0.046,126.0,0.9982,3.38,0.47,9.3,5,1
5.4,0.31,0.47,3.0,0.053,144.0,0.9931,3.29,0.76,10.0,5,1
6.8,0.21,0.55,14.6,0.053,159.0,0.99805,2.93,0.44,9.2,5,1
9.8,0.39,0.43,1.65,0.068,11.0,0.9947799999999999,3.19,0.46,11.4,5,0
7.2,0.32,0.36,2.0,0.033,114.0,0.9906,3.1,0.71,12.3,7,1
6.8,0.21,0.4,6.3,0.032,121.0,0.9921399999999999,3.18,0.53,12.0,7,1
6.0,0.34,0.29,6.1,0.046,134.0,0.9946200000000001,3.48,0.57,10.7,6,1
6.7,0.11,0.26,14.8,0.053,95.0,0.9967600000000001,3.2,0.35,9.8,6,1
5.2,0.17,0.27,0.7,0.03,68.0,0.99218,3.3,0.41,9.8,5,1
6.1,0.3,0.47,1.4,0.049,187.0,0.9927,3.19,0.45,9.5,5,1
6.8,0.37,0.51,11.8,0.044000000000000004,163.0,0.9976,3.19,0.44,8.8,5,1
7.2,0.725,0.05,4.65,0.086,11.0,0.9962,3.41,0.39,10.9,5,0
7.9,0.34,0.44,6.5,0.027000000000000003,126.0,0.99124,2.96,0.37,12.5,6,1
6.5,0.18,0.29,1.7,0.035,144.0,0.9927,3.49,0.5,10.5,6,1
7.6,0.1,0.33,1.0,0.031,93.0,0.9909399999999999,3.06,0.68,11.2,6,1
6.9,0.23,0.34,4.0,0.047,128.0,0.9944,3.2,0.52,9.7,6,1
6.9,0.23,0.33,12.8,0.055999999999999994,169.0,0.998,3.42,0.42,9.8,6,1
5.9,0.3,0.29,1.1,0.036000000000000004,56.0,0.9904,3.19,0.38,11.3,5,1
7.1,0.47,0.29,14.8,0.024,142.0,0.99518,3.12,0.48,12.0,8,1
7.0,0.38,0.49,2.5,0.09699999999999999,85.0,0.9962,3.39,0.77,11.4,6,0
6.5,0.115,0.29,1.95,0.038,166.0,0.9890000000000001,3.12,0.25,12.9,7,1
6.9,0.39,0.4,4.6,0.022000000000000002,19.0,0.9915,3.31,0.37,12.6,3,1
6.4,0.23,0.35,10.3,0.042,140.0,0.9967,3.23,0.47,9.2,5,1
6.3,0.32,0.32,1.5,0.037000000000000005,76.0,0.98993,3.3,0.46,12.3,6,1
6.8,0.48,0.25,2.0,0.076,61.0,0.9953,3.34,0.6,10.4,5,0
5.5,0.31,0.29,3.0,0.027000000000000003,102.0,0.99067,3.23,0.56,11.2,6,1
6.4,0.37,0.19,3.5,0.068,101.0,0.9934,3.03,0.38,9.0,6,1
9.4,0.4,0.31,2.2,0.09,62.0,0.9966,3.07,0.63,10.5,6,0
10.2,0.54,0.37,15.4,0.214,95.0,1.00369,3.18,0.77,9.0,6,0
5.7,0.28,0.28,2.2,0.019,65.0,0.9902,3.06,0.52,11.2,6,1
7.5,0.18,0.31,6.5,0.028999999999999998,160.0,0.9927600000000001,3.03,0.38,10.9,6,1
8.4,0.52,0.22,2.7,0.084,18.0,0.99682,3.26,0.57,9.9,6,0
6.8,0.21,0.36,18.1,0.046,133.0,1.0,3.27,0.48,8.8,5,1
7.8,0.32,0.44,2.7,0.10400000000000001,17.0,0.9973200000000001,3.33,0.78,11.0,7,0
8.9,0.84,0.34,1.4,0.05,10.0,0.99554,3.12,0.48,9.1,6,0
5.9,0.22,0.38,1.3,0.046,90.0,0.9923200000000001,3.2,0.47,10.0,6,1
8.6,0.33,0.4,2.6,0.083,68.0,0.99782,3.3,0.48,9.4,5,0
6.6,0.4,0.3,5.3,0.038,125.0,0.9920399999999999,3.36,0.73,12.6,6,1
6.5,0.14,0.32,2.7,0.037000000000000005,89.0,0.9924,3.4,0.74,11.5,7,1
7.5,0.17,0.71,11.8,0.038,148.0,0.9980100000000001,3.03,0.46,8.9,5,1
5.3,0.24,0.33,1.3,0.033,97.0,0.9906,3.59,0.38,11.0,8,1
6.3,0.34,0.36,4.9,0.035,185.0,0.9946,3.15,0.49,9.7,5,1
7.0,0.32,0.35,1.5,0.039,125.0,0.9918,3.17,0.64,12.2,6,1
5.8,0.33,0.23,5.0,0.053,106.0,0.9945799999999999,3.13,0.52,9.0,5,1
6.5,0.16,0.33,4.8,0.043,114.0,0.992,3.18,0.44,11.2,6,1
7.2,0.35,0.34,12.4,0.051,37.0,0.9944,3.13,0.39,11.5,6,1
8.2,0.27,0.43,1.6,0.035,128.0,0.9916,3.1,0.5,12.3,6,1
9.0,0.38,0.53,2.1,0.102,76.0,0.9900100000000001,2.93,0.57,12.9,5,1
8.2,0.21,0.32,10.65,0.053,145.0,0.9972,3.17,0.48,10.2,6,1
10.2,0.49,0.63,2.9,0.07200000000000001,26.0,0.9968,3.16,0.78,12.5,7,0
8.2,0.23,0.42,1.9,0.069,17.0,0.9937600000000001,3.21,0.54,12.3,6,0
7.4,0.21,0.27,1.2,0.040999999999999995,99.0,0.9927,3.19,0.33,9.8,6,1
7.5,0.25,0.47,4.1,0.040999999999999995,163.0,0.9918399999999999,2.92,0.59,11.3,6,1
6.6,0.63,0.0,4.3,0.09300000000000001,77.5,0.9955799999999999,3.2,0.45,9.5,5,0
8.6,0.52,0.38,1.5,0.096,18.0,0.99666,3.2,0.52,9.4,5,0
6.9,0.3,0.25,3.3,0.040999999999999995,124.0,0.9942799999999999,3.18,0.5,9.3,6,1
7.3,0.58,0.3,2.4,0.07400000000000001,55.0,0.9968,3.46,0.59,10.2,5,0
6.0,0.36,0.16,6.3,0.036000000000000004,191.0,0.9942,3.17,0.62,9.8,5,1
6.5,0.13,0.27,2.6,0.035,76.0,0.9914,3.21,0.76,11.333333333333302,6,1
6.4,0.105,0.29,1.1,0.035,140.0,0.9914200000000001,3.17,0.55,10.7,7,1
7.1,0.12,0.32,9.6,0.054000000000000006,162.0,0.9962,3.4,0.41,9.4,5,1
6.4,0.69,0.09,7.6,0.044000000000000004,144.0,0.9948,3.26,0.38,10.1,6,1
6.5,0.36,0.49,2.9,0.03,94.0,0.9902,3.1,0.49,12.1,7,1
7.1,0.23,0.39,1.6,0.032,65.0,0.9898,3.25,0.4,12.7,7,1
6.8,0.25,0.3,11.8,0.043,133.0,0.99524,3.03,0.58,10.4,6,1
7.0,0.45,0.34,19.8,0.04,67.0,0.9976,3.07,0.38,11.0,6,1
7.4,0.19,0.49,9.3,0.03,132.0,0.9940000000000001,2.99,0.32,11.0,7,1
7.0,0.57,0.02,2.0,0.07200000000000001,26.0,0.99575,3.36,0.61,10.2,5,0
6.6,0.2,0.27,10.9,0.038,130.0,0.9949600000000001,3.11,0.44,10.5,7,1
5.6,0.49,0.13,4.5,0.039,116.0,0.9907,3.42,0.9,13.7,7,1
7.2,0.16,0.26,7.1,0.054000000000000006,224.0,0.9966,3.38,0.55,10.1,5,1
7.4,0.105,0.34,12.2,0.05,146.0,0.9973,3.16,0.37,9.0,6,1
6.2,0.23,0.23,1.2,0.018000000000000002,128.0,0.9917799999999999,3.05,0.28,10.6,5,1
5.1,0.51,0.18,2.1,0.042,101.0,0.9924,3.46,0.87,12.9,7,0
7.4,0.32,0.27,12.9,0.04,221.0,0.99831,3.05,0.66,9.4,5,1
6.0,0.28,0.25,1.8,0.042,108.0,0.9929,3.08,0.55,9.0,5,1
9.8,0.51,0.19,3.2,0.081,30.0,0.9984,3.23,0.58,10.5,6,0
6.7,0.36,0.28,8.3,0.034,81.0,0.99151,2.96,0.39,12.5,6,1
5.7,0.15,0.47,11.4,0.035,128.0,0.99456,3.03,0.34,10.5,8,1
7.0,0.22,0.26,9.2,0.027000000000000003,122.0,0.9922799999999999,3.06,0.34,12.5,8,1
5.8,0.23,0.2,2.0,0.043,154.0,0.99226,3.21,0.39,10.2,6,1
5.8,0.33,0.2,16.05,0.047,166.0,0.9976,3.09,0.46,8.9,5,1
8.5,0.47,0.27,1.9,0.057999999999999996,38.0,0.99518,3.16,0.85,11.1,6,0
6.2,0.36,0.22,5.25,0.038,145.0,0.9918399999999999,3.22,0.4,11.2,6,1
10.0,0.29,0.4,2.9,0.098,26.0,1.0006,3.48,0.91,9.7,5,0
11.0,0.2,0.48,2.0,0.34299999999999997,18.0,0.9979,3.3,0.71,10.5,5,0
7.5,0.26,0.3,4.6,0.027000000000000003,92.0,0.99085,3.15,0.38,12.0,7,1
7.1,0.43,0.42,5.5,0.071,128.0,0.9973,3.42,0.71,10.5,5,0
7.0,0.12,0.32,7.2,0.057999999999999996,89.0,0.9966,3.29,0.38,9.2,6,1
7.9,0.57,0.31,2.0,0.079,79.0,0.99677,3.29,0.69,9.5,6,0
6.9,0.19,0.38,1.15,0.023,105.0,0.9904700000000001,3.11,0.38,11.4,5,1
6.8,0.61,0.2,1.8,0.077,65.0,0.9971,3.54,0.58,9.3,5,0
7.1,0.26,0.32,14.45,0.07400000000000001,107.0,0.998,2.96,0.42,9.2,6,1
7.0,0.14,0.32,9.0,0.039,141.0,0.9956,3.22,0.43,9.4,6,1
8.1,0.43,0.42,6.6,0.033,141.0,0.9918,2.98,0.39,13.3,7,1
7.4,0.16,0.27,15.5,0.05,135.0,0.9984,2.9,0.43,8.7,7,1
5.9,0.32,0.33,2.1,0.027000000000000003,138.0,0.98945,3.37,0.42,12.7,6,1
7.4,0.24,0.29,10.1,0.05,105.0,0.9962,3.13,0.35,9.5,5,1
6.0,0.34,0.66,15.9,0.046,164.0,0.9979,3.14,0.5,8.8,6,1
